Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2012,S08000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000020,,65-74 years,,Males,,Heart Failure,0,,0,,0
2012,S08000020,,65-74 years,,Females,,Heart Failure,1,,3.72703216428758,,4.02970700000403
2012,S08000020,,75plus years,,Males,,Heart Failure,10,,58.4351078127739,,62.532015898149176
2012,S08000020,,75plus years,,Females,,Heart Failure,25,,98.2048159641749,,94.60280225785635
2012,S08000022,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000022,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000022,,45-64 years,,Males,,Heart Failure,1,,2.12192585991045,,1.9676292199497925
2012,S08000022,,45-64 years,,Females,,Heart Failure,1,,2.04549173621339,,1.917147284840158
2012,S08000022,,65-74 years,,Males,,Heart Failure,1,,5.62556255625563,,5.073707127174775
2012,S08000022,,65-74 years,,Females,,Heart Failure,1,,5.2932458183358,,5.722067726393609
2012,S08000022,,75plus years,,Males,,Heart Failure,13,,112.583354983979,,180.3619397602827
2012,S08000022,,75plus years,,Females,,Heart Failure,13,,76.4346190028222,,75.19722775997678
2012,S08000024,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000024,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000024,,45-64 years,,Males,,Heart Failure,2,,1.89230871124315,,2.034446305875872
2012,S08000024,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000024,,65-74 years,,Males,,Heart Failure,1,,3.06842589751458,,3.4616929062988957
2012,S08000024,,65-74 years,,Females,,Heart Failure,2,,5.37432149191165,,5.759439721703873
2012,S08000024,,75plus years,,Males,,Heart Failure,16,,68.8112850507483,,85.87757459768211
2012,S08000024,,75plus years,,Females,,Heart Failure,29,,79.8414184240956,,74.65829860859316
2012,S08000025,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000025,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000025,,45-64 years,,Males,,Heart Failure,0,,0,,0
2012,S08000025,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000025,,65-74 years,,Males,,Heart Failure,0,,0,,0
2012,S08000025,,65-74 years,,Females,,Heart Failure,0,,0,,0
2012,S08000025,,75plus years,,Males,,Heart Failure,,c,,c,134.40860215053763
2012,S08000025,,75plus years,,Females,,Heart Failure,0,,0,,0
2012,S08000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2012,S08000026,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000026,,65-74 years,,Males,,Heart Failure,0,,0,,0
2012,S08000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2012,S08000026,,75plus years,,Males,,Heart Failure,0,,0,,0
2012,S08000026,,75plus years,,Females,,Heart Failure,,c,,c,93.37068160597572
2012,S08000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2012,S08000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2012,S08000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2012,S08000028,,75plus years,,Males,,Heart Failure,,c,,c,95.23809523809524
2012,S08000028,,75plus years,,Females,,Heart Failure,,c,,c,249.6713103759678
2012,S08000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000029,,45-64 years,,Males,,Heart Failure,1,,2.00847576773986,,2.1212749188612343
2012,S08000029,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000029,,65-74 years,,Males,,Heart Failure,3,,16.7401372691256,,17.80849222030362
2012,S08000029,,65-74 years,,Females,,Heart Failure,1,,5.10256148586591,,5.658156798841209
2012,S08000029,,75plus years,,Males,,Heart Failure,11,,92.429207629611,,121.9799944138835
2012,S08000029,,75plus years,,Females,,Heart Failure,13,,73.3096486776067,,71.51826223122966
2012,S08000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000030,,45-64 years,,Males,,Heart Failure,1,,1.81422351233672,,1.8978877968734489
2012,S08000030,,45-64 years,,Females,,Heart Failure,0,,0,,0
2012,S08000030,,65-74 years,,Males,,Heart Failure,2,,9.95718410833416,,10.993662153768351
2012,S08000030,,65-74 years,,Females,,Heart Failure,1,,4.44483954129256,,4.717559700718012
2012,S08000030,,75plus years,,Males,,Heart Failure,14,,93.1222562192364,,118.1771395227427
2012,S08000030,,75plus years,,Females,,Heart Failure,30,,131.891321551042,,129.1182176297326
2012,S08000031,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000031,,0-44 years,,Females,,Heart Failure,1,,0.304454782375722,,0.3029791507061578
2012,S08000031,,45-64 years,,Males,,Heart Failure,2,,1.37731561187246,,1.4842902943940095
2012,S08000031,,45-64 years,,Females,,Heart Failure,1,,0.642186516651896,,0.7172297717296713
2012,S08000031,,65-74 years,,Males,,Heart Failure,6,,13.4553283100108,,14.458606887257156
2012,S08000031,,65-74 years,,Females,,Heart Failure,5,,9.57854406130268,,9.76009388550875
2012,S08000031,,75plus years,,Males,,Heart Failure,27,,85.4376305297133,,116.38357688023537
2012,S08000031,,75plus years,,Females,,Heart Failure,49,,90.8214709371293,,91.41372513663472
2012,S08000032,,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S08000032,,0-44 years,,Females,,Heart Failure,0,,0,,0
2012,S08000032,,45-64 years,,Males,,Heart Failure,2,,2.26408259373302,,2.378848015400296
2012,S08000032,,45-64 years,,Females,,Heart Failure,2,,2.12253388094707,,2.182947068020288
2012,S08000032,,65-74 years,,Males,,Heart Failure,0,,0,,0
2012,S08000032,,65-74 years,,Females,,Heart Failure,4,,12.2801092929727,,12.660366375147142
2012,S08000032,,75plus years,,Males,,Heart Failure,11,,61.635008684933,,75.34910388686673
2012,S08000032,,75plus years,,Females,,Heart Failure,21,,72.9698738663609,,76.61103507970702
2012,S92000003,d,0-44 years,,Males,,Heart Failure,0,,0,,0
2012,S92000003,d,0-44 years,,Females,,Heart Failure,1,,0.0681000362292193,,0.06505062332436565
2012,S92000003,d,45-64 years,,Males,,Heart Failure,13,,1.8264044699142,,1.893990190391258
2012,S92000003,d,45-64 years,,Females,,Heart Failure,4,,0.536832767198444,,0.5465280305305907
2012,S92000003,d,65-74 years,,Males,,Heart Failure,15,,6.27670213700786,,6.6796080658116646
2012,S92000003,d,65-74 years,,Females,,Heart Failure,16,,5.96327368817296,,6.265506432873424
2012,S92000003,d,75plus years,,Males,,Heart Failure,131,,79.8824325725192,,105.32031324068048
2012,S92000003,d,75plus years,,Females,,Heart Failure,241,,94.7096226548561,,93.42255491759646
2013,S08000015,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000015,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000015,,45-64 years,,Males,,Heart Failure,1,,1.92975685063682,,1.914275986638354
2013,S08000015,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000015,,65-74 years,,Males,,Heart Failure,3,,14.7405660377358,,14.454931289938134
2013,S08000015,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000015,,75plus years,,Males,,Heart Failure,14,,104.02734433051,,137.56039227444597
2013,S08000015,,75plus years,,Females,,Heart Failure,16,,80.1241924983725,,78.34471423984735
2013,S08000016,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000016,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000016,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000016,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000016,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000016,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000016,,75plus years,,Males,,Heart Failure,1,,21.0393435724805,,22.222222222222225
2013,S08000016,,75plus years,,Females,,Heart Failure,5,,76.6166104811523,,73.67653849287906
2013,S08000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000017,,65-74 years,,Males,,Heart Failure,1,,10.6837606837607,,11.88396496607128
2013,S08000017,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000017,,75plus years,,Males,,Heart Failure,3,,44.8229493500672,,43.90694909849164
2013,S08000017,,75plus years,,Females,,Heart Failure,6,,67.0016750418761,,67.76102957716948
2013,S08000019,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000019,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000019,,45-64 years,,Males,,Heart Failure,1,,2.43457090687766,,2.5422759301552063
2013,S08000019,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000019,,65-74 years,,Males,,Heart Failure,1,,7.05318098462407,,8.072393222418649
2013,S08000019,,65-74 years,,Females,,Heart Failure,2,,12.6550240445457,,11.852234954395833
2013,S08000019,,75plus years,,Males,,Heart Failure,9,,97.5821316274531,,129.91859238208812
2013,S08000019,,75plus years,,Females,,Heart Failure,7,,51.5122525572154,,49.39344313648652
2013,S08000020,,0-44 years,,Males,,Heart Failure,1,,0.602104958936442,,0.6318465082356679
2013,S08000020,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000020,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000020,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000020,,65-74 years,,Females,,Heart Failure,3,,10.8538350217077,,11.27497963999142
2013,S08000020,,75plus years,,Males,,Heart Failure,15,,85.1208716377256,,106.23768361895266
2013,S08000020,,75plus years,,Females,,Heart Failure,28,,109.127757424585,,103.92989963116722
2013,S08000022,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000022,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000022,,45-64 years,,Males,,Heart Failure,1,,2.12287182099945,,2.1572147276131193
2013,S08000022,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000022,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000022,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000022,,75plus years,,Males,,Heart Failure,15,,125.712370097218,,157.5199110504856
2013,S08000022,,75plus years,,Females,,Heart Failure,15,,87.1383757406762,,83.56234868035308
2013,S08000024,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000024,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000024,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000024,,45-64 years,,Females,,Heart Failure,1,,0.907218739510283,,0.971696898586424
2013,S08000024,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000024,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000024,,75plus years,,Males,,Heart Failure,25,,104.887770086008,,127.79015938262242
2013,S08000024,,75plus years,,Females,,Heart Failure,41,,111.719665385978,,103.84398432605282
2013,S08000025,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000025,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000025,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000025,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000025,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000025,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000025,,75plus years,,Males,,Heart Failure,0,,0,,0
2013,S08000025,,75plus years,,Females,,Heart Failure,,c,,c,260.41666666666663
2013,S08000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000026,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000026,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000026,,75plus years,,Males,,Heart Failure,,c,,c,308.641975308642
2013,S08000026,,75plus years,,Females,,Heart Failure,0,,0,,0
2013,S08000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000028,,75plus years,,Males,,Heart Failure,,c,,c,175.7876174387244
2013,S08000028,,75plus years,,Females,,Heart Failure,,c,,c,355.5278700627538
2013,S08000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000029,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000029,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000029,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000029,,65-74 years,,Females,,Heart Failure,2,,9.81836033382425,,9.972676373273195
2013,S08000029,,75plus years,,Males,,Heart Failure,10,,82.0681165367255,,119.1904653459442
2013,S08000029,,75plus years,,Females,,Heart Failure,13,,72.9599281625323,,70.18378877902974
2013,S08000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000030,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000030,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000030,,65-74 years,,Males,,Heart Failure,0,,0,,0
2013,S08000030,,65-74 years,,Females,,Heart Failure,0,,0,,0
2013,S08000030,,75plus years,,Males,,Heart Failure,11,,71.6845878136201,,89.1043028432498
2013,S08000030,,75plus years,,Females,,Heart Failure,28,,122.340193122733,,114.1570474996235
2013,S08000031,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000031,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000031,,45-64 years,,Males,,Heart Failure,2,,1.37031352773515,,1.420210546907283
2013,S08000031,,45-64 years,,Females,,Heart Failure,2,,1.27206233105422,,1.4520303619548685
2013,S08000031,,65-74 years,,Males,,Heart Failure,4,,8.78175152034073,,8.938625506195539
2013,S08000031,,65-74 years,,Females,,Heart Failure,5,,9.47238798901203,,9.602655899621404
2013,S08000031,,75plus years,,Males,,Heart Failure,27,,83.9082603020697,,98.75779016172946
2013,S08000031,,75plus years,,Females,,Heart Failure,28,,51.9008693395614,,51.21628151921543
2013,S08000032,,0-44 years,,Males,,Heart Failure,0,,0,,0
2013,S08000032,,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S08000032,,45-64 years,,Males,,Heart Failure,0,,0,,0
2013,S08000032,,45-64 years,,Females,,Heart Failure,0,,0,,0
2013,S08000032,,65-74 years,,Males,,Heart Failure,4,,13.821222487129,,14.835413937926996
2013,S08000032,,65-74 years,,Females,,Heart Failure,3,,9.00684520235379,,9.229173635318409
2013,S08000032,,75plus years,,Males,,Heart Failure,10,,54.2888165038002,,76.57927921038463
2013,S08000032,,75plus years,,Females,,Heart Failure,27,,92.4340979116741,,102.28168953500304
2013,S92000003,d,0-44 years,,Males,,Heart Failure,1,,0.068627915228054,,0.07148272323850231
2013,S92000003,d,0-44 years,,Females,,Heart Failure,0,,0,,0
2013,S92000003,d,45-64 years,,Males,,Heart Failure,5,,0.7000056000448,,0.7008698019717844
2013,S92000003,d,45-64 years,,Females,,Heart Failure,3,,0.400157928995977,,0.4185070319644046
2013,S92000003,d,65-74 years,,Males,,Heart Failure,13,,5.26332836691067,,5.508393391401748
2013,S92000003,d,65-74 years,,Females,,Heart Failure,15,,5.44840361774,,5.519015743491515
2013,S92000003,d,75plus years,,Males,,Heart Failure,143,,84.9799435447928,,107.523125982517
2013,S92000003,d,75plus years,,Females,,Heart Failure,224,,87.3904206054127,,85.5006908994553
2014,S08000015,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000015,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000015,,45-64 years,,Males,,Heart Failure,2,,3.86607902265522,,3.879092988303081
2014,S08000015,,45-64 years,,Females,,Heart Failure,1,,1.77421357983074,,1.7790138629655272
2014,S08000015,,65-74 years,,Males,,Heart Failure,2,,9.62186086789185,,9.7618135465238
2014,S08000015,,65-74 years,,Females,,Heart Failure,1,,4.29756328161932,,4.650751794027505
2014,S08000015,,75plus years,,Males,,Heart Failure,10,,71.8236012353659,,81.86678055453446
2014,S08000015,,75plus years,,Females,,Heart Failure,12,,59.6896140071628,,57.7948026234698
2014,S08000016,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000016,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000016,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000016,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000016,,65-74 years,,Males,,Heart Failure,0,,0,,0
2014,S08000016,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000016,,75plus years,,Males,,Heart Failure,2,,40.9165302782324,,41.35649296939619
2014,S08000016,,75plus years,,Females,,Heart Failure,7,,104.790419161677,,99.42748201521724
2014,S08000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000017,,65-74 years,,Males,,Heart Failure,0,,0,,0
2014,S08000017,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000017,,75plus years,,Males,,Heart Failure,4,,58.24111822947,,71.38141955740838
2014,S08000017,,75plus years,,Females,,Heart Failure,9,,99.6567379027793,,100.7215974367313
2014,S08000019,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000019,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000019,,45-64 years,,Males,,Heart Failure,2,,4.8257890165042,,5.139829960564205
2014,S08000019,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000019,,65-74 years,,Males,,Heart Failure,1,,6.84790796411696,,7.838526357044875
2014,S08000019,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000019,,75plus years,,Males,,Heart Failure,3,,31.3054367108421,,43.52721272460969
2014,S08000019,,75plus years,,Females,,Heart Failure,7,,50.3452243958573,,49.554452897278225
2014,S08000020,,0-44 years,,Males,,Heart Failure,1,,0.599039141217487,,0.6437385391549368
2014,S08000020,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000020,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000020,,65-74 years,,Males,,Heart Failure,2,,7.50750750750751,,6.634699478271359
2014,S08000020,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000020,,75plus years,,Males,,Heart Failure,13,,72.0660790509452,,89.72708968928659
2014,S08000020,,75plus years,,Females,,Heart Failure,17,,65.4349499615088,,63.3332307015095
2014,S08000022,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000022,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000022,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000022,,45-64 years,,Females,,Heart Failure,1,,2.04637076145456,,1.960813149212978
2014,S08000022,,65-74 years,,Males,,Heart Failure,1,,5.24521374246001,,4.753262466511105
2014,S08000022,,65-74 years,,Females,,Heart Failure,2,,9.93393930363085,,10.775978189420144
2014,S08000022,,75plus years,,Males,,Heart Failure,14,,113.406237343054,,136.14200631607778
2014,S08000022,,75plus years,,Females,,Heart Failure,16,,90.8677873693776,,86.69326372811938
2014,S08000024,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000024,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000024,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000024,,45-64 years,,Females,,Heart Failure,1,,0.897569382113237,,0.97458287852799
2014,S08000024,,65-74 years,,Males,,Heart Failure,2,,5.72606504809895,,6.6331031646535195
2014,S08000024,,65-74 years,,Females,,Heart Failure,1,,2.53607567649819,,2.3371833116612697
2014,S08000024,,75plus years,,Males,,Heart Failure,10,,40.7913522333265,,50.62578427209253
2014,S08000024,,75plus years,,Females,,Heart Failure,38,,102.254991658145,,97.01216692277764
2014,S08000025,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000025,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000025,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000025,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000025,,65-74 years,,Males,,Heart Failure,0,,0,,0
2014,S08000025,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000025,,75plus years,,Males,,Heart Failure,,c,,c,336.7003367003367
2014,S08000025,,75plus years,,Females,,Heart Failure,0,,0,,0
2014,S08000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000026,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000026,,65-74 years,,Males,,Heart Failure,0,,0,,0
2014,S08000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000026,,75plus years,,Males,,Heart Failure,,c,,c,142.4501424501425
2014,S08000026,,75plus years,,Females,,Heart Failure,,c,,c,89.60573476702508
2014,S08000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2014,S08000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000028,,75plus years,,Males,,Heart Failure,,c,,c,78.61635220125787
2014,S08000028,,75plus years,,Females,,Heart Failure,,c,,c,194.21100868740595
2014,S08000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000029,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000029,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000029,,65-74 years,,Males,,Heart Failure,1,,5.20183104452767,,4.63794513732534
2014,S08000029,,65-74 years,,Females,,Heart Failure,0,,0,,0
2014,S08000029,,75plus years,,Males,,Heart Failure,10,,79.2769938163945,,91.78861241986957
2014,S08000029,,75plus years,,Females,,Heart Failure,16,,87.9362462214894,,83.55693242993718
2014,S08000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000030,,45-64 years,,Males,,Heart Failure,0,,0,,0
2014,S08000030,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000030,,65-74 years,,Males,,Heart Failure,2,,9.37294966726029,,9.552744695753267
2014,S08000030,,65-74 years,,Females,,Heart Failure,1,,4.2396235214313,,4.659853960176888
2014,S08000030,,75plus years,,Males,,Heart Failure,9,,57.0559147965006,,67.0089878618468
2014,S08000030,,75plus years,,Females,,Heart Failure,23,,98.9077148017545,,93.550620023002807
2014,S08000031,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000031,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000031,,45-64 years,,Males,,Heart Failure,3,,2.04298439159925,,2.064417449147937
2014,S08000031,,45-64 years,,Females,,Heart Failure,2,,1.25897016240715,,1.3633124734815512
2014,S08000031,,65-74 years,,Males,,Heart Failure,2,,4.31099519324036,,3.904946502232919
2014,S08000031,,65-74 years,,Females,,Heart Failure,4,,7.50314194068766,,7.551145917815574
2014,S08000031,,75plus years,,Males,,Heart Failure,32,,97.3917277901208,,111.90011001807324
2014,S08000031,,75plus years,,Females,,Heart Failure,38,,69.751647423778,,67.52940212094424
2014,S08000032,,0-44 years,,Males,,Heart Failure,0,,0,,0
2014,S08000032,,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S08000032,,45-64 years,,Males,,Heart Failure,2,,2.22732031093392,,2.4093119908446146
2014,S08000032,,45-64 years,,Females,,Heart Failure,0,,0,,0
2014,S08000032,,65-74 years,,Males,,Heart Failure,5,,16.8287839520716,,18.956627236882017
2014,S08000032,,65-74 years,,Females,,Heart Failure,2,,5.89796520200531,,6.310920100596066
2014,S08000032,,75plus years,,Males,,Heart Failure,13,,68.5654008438819,,89.50661259940777
2014,S08000032,,75plus years,,Females,,Heart Failure,30,,100.718458336131,,102.3330298745851
2014,S92000003,d,0-44 years,,Males,,Heart Failure,1,,0.0688648321075393,,0.07395574488226245
2014,S92000003,d,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S92000003,d,45-64 years,,Males,,Heart Failure,9,,1.25446904597629,,1.2809259593014075
2014,S92000003,d,45-64 years,,Females,,Heart Failure,5,,0.661952680974553,,0.6951589966785945
2014,S92000003,d,65-74 years,,Males,,Heart Failure,18,,7.09150004924653,,7.32279700368376
2014,S92000003,d,65-74 years,,Females,,Heart Failure,11,,3.9092068929979,,4.080893179231419
2014,S92000003,d,75plus years,,Males,,Heart Failure,124,,71.6142073346809,,86.32844569213458
2014,S92000003,d,75plus years,,Females,,Heart Failure,218,,83.817784749777,,81.39586640396003
2015,S08000015,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000015,,0-44 years,,Females,,Heart Failure,1,,1.08049702863317,,1.2761333887539834
2015,S08000015,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000015,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000015,,65-74 years,,Males,,Heart Failure,2,,9.45715906941555,,9.595774065157384
2015,S08000015,,65-74 years,,Females,,Heart Failure,1,,4.25513807923067,,4.60443314823512
2015,S08000015,,75plus years,,Males,,Heart Failure,9,,63.2777894958869,,76.49746523210288
2015,S08000015,,75plus years,,Females,,Heart Failure,15,,74.1289844329133,,73.09331024314409
2015,S08000016,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000016,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000016,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000016,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000016,,65-74 years,,Males,,Heart Failure,1,,13.6276914690651,,12.173123955601296
2015,S08000016,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000016,,75plus years,,Males,,Heart Failure,2,,40.4694455685957,,39.19529658743341
2015,S08000016,,75plus years,,Females,,Heart Failure,10,,148.920327624721,,146.98575642917555
2015,S08000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
