Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2015,S08000029,,45-64 years,,Females,,Coronary Heart Disease,23,,43.4569020897102,,43.33577957969902
2015,S08000029,,65-74 years,,Males,,Coronary Heart Disease,80,,406.586704614759,,409.5496241957107
2015,S08000029,,65-74 years,,Females,,Coronary Heart Disease,32,,149.072952576167,,154.5678322546977
2015,S08000029,,75plus years,,Males,,Coronary Heart Disease,146,,1137.4259894048,,1264.8116118049993
2015,S08000029,,75plus years,,Females,,Coronary Heart Disease,154,,837.684943429069,,813.7870655989948
2015,S08000030,,0-44 years,,Males,,Coronary Heart Disease,5,,4.60066249539934,,5.701902870258634
2015,S08000030,,0-44 years,,Females,,Coronary Heart Disease,2,,1.85274391373624,,2.168763457772697
2015,S08000030,,45-64 years,,Males,,Coronary Heart Disease,42,,76.102121799634,,76.14261057491514
2015,S08000030,,45-64 years,,Females,,Coronary Heart Disease,19,,32.7405569341053,,32.64155152335578
2015,S08000030,,65-74 years,,Males,,Coronary Heart Disease,78,,358.505308636301,,379.479075231254
2015,S08000030,,65-74 years,,Females,,Coronary Heart Disease,46,,191.746561067111,,196.9442327837098
2015,S08000030,,75plus years,,Males,,Coronary Heart Disease,213,,1318.06930693069,,1432.1657979117908
2015,S08000030,,75plus years,,Females,,Coronary Heart Disease,240,,1030.7507301151,,976.9437703308254
2015,S08000031,,0-44 years,,Males,,Coronary Heart Disease,25,,7.64322641988217,,8.986150600535911
2015,S08000031,,0-44 years,,Females,,Coronary Heart Disease,6,,1.83780174407385,,2.082492438859195
2015,S08000031,,45-64 years,,Males,,Coronary Heart Disease,213,,144.409716807799,,147.6148236067955
2015,S08000031,,45-64 years,,Females,,Coronary Heart Disease,48,,29.9300385349246,,31.73869819655441
2015,S08000031,,65-74 years,,Males,,Coronary Heart Disease,233,,493.64406779661,,507.1209765735293
2015,S08000031,,65-74 years,,Females,,Coronary Heart Disease,79,,146.766492652386,,150.75083413163776
2015,S08000031,,75plus years,,Males,,Coronary Heart Disease,399,,1206.89655172414,,1264.6072054747608
2015,S08000031,,75plus years,,Females,,Coronary Heart Disease,462,,849.764567392584,,833.5464408864609
2015,S08000032,,0-44 years,,Males,,Coronary Heart Disease,14,,7.96749263006932,,8.559914324631086
2015,S08000032,,0-44 years,,Females,,Coronary Heart Disease,2,,1.12952232500875,,1.192568114313955
2015,S08000032,,45-64 years,,Males,,Coronary Heart Disease,92,,101.712529435827,,104.97996160146012
2015,S08000032,,45-64 years,,Females,,Coronary Heart Disease,21,,21.6305299479837,,22.175658877885688
2015,S08000032,,65-74 years,,Males,,Coronary Heart Disease,127,,417.57085552706,,430.7629548995949
2015,S08000032,,65-74 years,,Females,,Coronary Heart Disease,58,,168.70764129265,,172.44819219782596
2015,S08000032,,75plus years,,Males,,Coronary Heart Disease,267,,1374.5881383855,,1538.923422406646
2015,S08000032,,75plus years,,Females,,Coronary Heart Disease,264,,881.263143839503,,903.2026624192216
2015,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,80,,5.49947995542671,,6.1087877629601834
2015,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,23,,1.58141901415714,,1.7272999806681453
2015,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,802,,111.372647044528,,113.05727736782576
2015,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,217,,28.5217080428588,,29.022026750801665
2015,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,1020,,393.201469494119,,406.6274462665645
2015,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,424,,148.318128393127,,152.3742477530395
2015,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2266,,1285.51329763093,,1412.1365056406394
2015,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2310,,883.551033678212,,863.3246184096182
2016,S08000015,,0-44 years,,Males,,Coronary Heart Disease,1,,1.11478991783998,,1.2395260052555903
2016,S08000015,,0-44 years,,Females,,Coronary Heart Disease,3,,3.27861686083364,,3.4649606901839594
2016,S08000015,,45-64 years,,Males,,Coronary Heart Disease,65,,125.470514429109,,124.1517062659581
2016,S08000015,,45-64 years,,Females,,Coronary Heart Disease,19,,33.246426009204,,33.03249702516275
2016,S08000015,,65-74 years,,Males,,Coronary Heart Disease,97,,448.907811921511,,453.21051635967746
2016,S08000015,,65-74 years,,Females,,Coronary Heart Disease,42,,176.026823134954,,176.74614938329546
2016,S08000015,,75plus years,,Males,,Coronary Heart Disease,191,,1318.51442772332,,1418.9066200319642
2016,S08000015,,75plus years,,Females,,Coronary Heart Disease,170,,831.417811903947,,811.0281734340755
2016,S08000016,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000016,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000016,,45-64 years,,Males,,Coronary Heart Disease,21,,121.605188488042,,118.94515038613297
2016,S08000016,,45-64 years,,Females,,Coronary Heart Disease,6,,33.2926423260459,,32.60511262008533
2016,S08000016,,65-74 years,,Males,,Coronary Heart Disease,13,,172.459538339082,,171.01037522615272
2016,S08000016,,65-74 years,,Females,,Coronary Heart Disease,6,,75.8245924428156,,76.55354168385574
2016,S08000016,,75plus years,,Males,,Coronary Heart Disease,49,,977.263661747108,,1113.1255124729842
2016,S08000016,,75plus years,,Females,,Coronary Heart Disease,48,,708.173502508115,,691.9771645593613
2016,S08000017,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000017,,45-64 years,,Males,,Coronary Heart Disease,30,,137.880319882342,,133.59917519483568
2016,S08000017,,45-64 years,,Females,,Coronary Heart Disease,5,,21.352009224068,,20.699663260015004
2016,S08000017,,65-74 years,,Males,,Coronary Heart Disease,42,,420.168067226891,,430.2508389206701
2016,S08000017,,65-74 years,,Females,,Coronary Heart Disease,21,,200.649722912287,,203.5848788244628
2016,S08000017,,75plus years,,Males,,Coronary Heart Disease,88,,1227.84986744803,,1337.6897934713174
2016,S08000017,,75plus years,,Females,,Coronary Heart Disease,77,,829.920241431343,,793.3896742578287
2016,S08000019,,0-44 years,,Males,,Coronary Heart Disease,4,,4.96561312908111,,5.413939547811599
2016,S08000019,,0-44 years,,Females,,Coronary Heart Disease,3,,3.69936494235156,,3.704409305476175
2016,S08000019,,45-64 years,,Males,,Coronary Heart Disease,39,,92.159364809301,,96.59561455800184
2016,S08000019,,45-64 years,,Females,,Coronary Heart Disease,13,,29.5132582637123,,30.121265011753177
2016,S08000019,,65-74 years,,Males,,Coronary Heart Disease,57,,370.828182941904,,386.1739208840472
2016,S08000019,,65-74 years,,Females,,Coronary Heart Disease,29,,172.219252924758,,177.597698937381
2016,S08000019,,75plus years,,Males,,Coronary Heart Disease,100,,996.909580301067,,1018.0655696442371
2016,S08000019,,75plus years,,Females,,Coronary Heart Disease,125,,878.796400449944,,876.1399188064539
2016,S08000020,,0-44 years,,Males,,Coronary Heart Disease,4,,2.39038586803875,,2.5763653480813904
2016,S08000020,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000020,,45-64 years,,Males,,Coronary Heart Disease,86,,109.81854401042,,110.39099231867536
2016,S08000020,,45-64 years,,Females,,Coronary Heart Disease,15,,18.898113968226,,19.296309239876837
2016,S08000020,,65-74 years,,Males,,Coronary Heart Disease,80,,286.2458852154,,297.2803396275305
2016,S08000020,,65-74 years,,Females,,Coronary Heart Disease,40,,135.290536426977,,140.65568235090458
2016,S08000020,,75plus years,,Males,,Coronary Heart Disease,196,,1056.66073642784,,1175.761446042536
2016,S08000020,,75plus years,,Females,,Coronary Heart Disease,223,,848.102228645318,,808.5678206650944
2016,S08000022,,0-44 years,,Males,,Coronary Heart Disease,5,,6.34501662394355,,7.081264592463107
2016,S08000022,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000022,,45-64 years,,Males,,Coronary Heart Disease,39,,83.6120401337793,,81.64758920352102
2016,S08000022,,45-64 years,,Females,,Coronary Heart Disease,14,,28.429859475266,,27.587123306593657
2016,S08000022,,65-74 years,,Males,,Coronary Heart Disease,62,,310.730216007618,,316.59208324152604
2016,S08000022,,65-74 years,,Females,,Coronary Heart Disease,23,,110.31175059952,,112.63257152528084
2016,S08000022,,75plus years,,Males,,Coronary Heart Disease,155,,1214.16261945794,,1372.24831147111
2016,S08000022,,75plus years,,Females,,Coronary Heart Disease,121,,669.877650445662,,648.6445137434486
2016,S08000024,,0-44 years,,Males,,Coronary Heart Disease,13,,5.09154998531284,,5.478346696231152
2016,S08000024,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000024,,45-64 years,,Males,,Coronary Heart Disease,113,,102.85443821452,,104.21212241604336
2016,S08000024,,45-64 years,,Females,,Coronary Heart Disease,37,,32.4766519205112,,33.66798982754461
2016,S08000024,,65-74 years,,Males,,Coronary Heart Disease,96,,260.706623577655,,271.2185394382761
2016,S08000024,,65-74 years,,Females,,Coronary Heart Disease,64,,154.570704021253,,160.15803059223873
2016,S08000024,,75plus years,,Males,,Coronary Heart Disease,306,,1203.3978291647,,1269.6079745449997
2016,S08000024,,75plus years,,Females,,Coronary Heart Disease,269,,713.3575538996,,674.72649786331294
2016,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,28.000344619626084
2016,S08000025,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,136.0544217687075
2016,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,205.98261933306864
2016,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1919.14109820429
2016,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,736.6953650053671
2016,S08000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,115.95274345891868
2016,S08000026,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,421.7206127813891
2016,S08000026,,65-74 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2034.3646648508925
2016,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,728.1701208833384
2016,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,117.00837581670665
2016,S08000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,25.038004113386393
2016,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,371.2027321049878
2016,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,59.97361161089121
2016,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1880.2855446857388
2016,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,762.7806363093171
2016,S08000029,,0-44 years,,Males,,Coronary Heart Disease,8,,8.34628746700608,,9.500378643072455
2016,S08000029,,0-44 years,,Females,,Coronary Heart Disease,3,,3.09224156591113,,3.544052573488462
2016,S08000029,,45-64 years,,Males,,Coronary Heart Disease,56,,110.957004160888,,111.13190570886022
2016,S08000029,,45-64 years,,Females,,Coronary Heart Disease,25,,46.8744140698241,,47.1698185821335
2016,S08000029,,65-74 years,,Males,,Coronary Heart Disease,79,,392.059553349876,,392.20810801972846
2016,S08000029,,65-74 years,,Females,,Coronary Heart Disease,33,,150.239016617346,,153.82329821698144
2016,S08000029,,75plus years,,Males,,Coronary Heart Disease,148,,1131.41197156181,,1222.398588378686
2016,S08000029,,75plus years,,Females,,Coronary Heart Disease,146,,790.813562994258,,764.8235178310179
2016,S08000030,,0-44 years,,Males,,Coronary Heart Disease,7,,6.46525847179762,,8.07402280174483
2016,S08000030,,0-44 years,,Females,,Coronary Heart Disease,1,,0.931749359422316,,1.1165342776023224
2016,S08000030,,45-64 years,,Males,,Coronary Heart Disease,61,,110.341334587486,,109.36348026570349
2016,S08000030,,45-64 years,,Females,,Coronary Heart Disease,17,,29.19908624036,,28.80740934923562
2016,S08000030,,65-74 years,,Males,,Coronary Heart Disease,68,,305.700413594677,,318.02979717367595
2016,S08000030,,65-74 years,,Females,,Coronary Heart Disease,35,,143.342752999959,,145.71165091478923
2016,S08000030,,75plus years,,Males,,Coronary Heart Disease,181,,1106.01894286587,,1206.4226060221852
2016,S08000030,,75plus years,,Females,,Coronary Heart Disease,182,,779.643591501028,,719.9752865189406
2016,S08000031,,0-44 years,,Males,,Coronary Heart Disease,15,,4.52971037031892,,5.322010377336762
2016,S08000031,,0-44 years,,Females,,Coronary Heart Disease,6,,1.82092424044698,,1.986877904829976
2016,S08000031,,45-64 years,,Males,,Coronary Heart Disease,188,,126.858168518931,,129.0309967032175
2016,S08000031,,45-64 years,,Females,,Coronary Heart Disease,51,,31.4912009879592,,32.4000112886462
2016,S08000031,,65-74 years,,Males,,Coronary Heart Disease,218,,452.15082756046,,459.1580410250989
2016,S08000031,,65-74 years,,Females,,Coronary Heart Disease,106,,194.213891789883,,198.19357726499828
2016,S08000031,,75plus years,,Males,,Coronary Heart Disease,403,,1207.09279338645,,1282.3232558447885
2016,S08000031,,75plus years,,Females,,Coronary Heart Disease,432,,794.205243225356,,768.3400431795917
2016,S08000032,,0-44 years,,Males,,Coronary Heart Disease,9,,5.138130063199,,5.603587985093803
2016,S08000032,,0-44 years,,Females,,Coronary Heart Disease,3,,1.70420654983384,,1.7985216998035156
2016,S08000032,,45-64 years,,Males,,Coronary Heart Disease,116,,127.070370694943,,128.8204570391823
2016,S08000032,,45-64 years,,Females,,Coronary Heart Disease,26,,26.4943852283612,,27.353565963270057
2016,S08000032,,65-74 years,,Males,,Coronary Heart Disease,123,,396.684619602025,,409.3900021753915
2016,S08000032,,65-74 years,,Females,,Coronary Heart Disease,63,,180.795500200884,,184.47064902383335
2016,S08000032,,75plus years,,Males,,Coronary Heart Disease,214,,1081.84621606592,,1168.1008519133534
2016,S08000032,,75plus years,,Females,,Coronary Heart Disease,241,,797.010384284675,,807.6612554677569
2016,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,66,,4.52317200458074,,5.065427544808444
2016,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,19,,1.30550096881914,,1.4193068180182224
2016,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,824,,113.813097898601,,114.45803694944316
2016,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,229,,29.844093932005,,30.34495552786406
2016,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,948,,357.282841378479,,365.9128553846178
2016,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,466,,160.023625805698,,163.64256470229822
2016,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2079,,1161.32275723383,,1258.7055537366514
2016,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2066,,784.689067906369,,759.306213529406
2017,S08000015,,0-44 years,,Males,,Coronary Heart Disease,8,,8.99432233402665,,10.58494181881566
2017,S08000015,,0-44 years,,Females,,Coronary Heart Disease,6,,6.63144631844205,,7.163174926600217
2017,S08000015,,45-64 years,,Males,,Coronary Heart Disease,52,,100.258358076582,,99.55817772244558
2017,S08000015,,45-64 years,,Females,,Coronary Heart Disease,29,,50.4927394922868,,49.81600116058566
2017,S08000015,,65-74 years,,Males,,Coronary Heart Disease,95,,430.624178414396,,432.9858918815901
2017,S08000015,,65-74 years,,Females,,Coronary Heart Disease,34,,140.956013432279,,140.860726257395
2017,S08000015,,75plus years,,Males,,Coronary Heart Disease,175,,1187.40670375899,,1242.9449419163072
2017,S08000015,,75plus years,,Females,,Coronary Heart Disease,173,,833.052438965667,,817.5262401693951
2017,S08000016,,0-44 years,,Males,,Coronary Heart Disease,1,,3.90716574197077,,4.2683447359114135
2017,S08000016,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000016,,45-64 years,,Males,,Coronary Heart Disease,9,,51.7836593785961,,51.9221295233111
2017,S08000016,,45-64 years,,Females,,Coronary Heart Disease,7,,38.5674931129477,,38.53929205119378
2017,S08000016,,65-74 years,,Males,,Coronary Heart Disease,19,,247.106255689947,,248.03055285446524
2017,S08000016,,65-74 years,,Females,,Coronary Heart Disease,4,,49.838026414154,,49.70236288224151
2017,S08000016,,75plus years,,Males,,Coronary Heart Disease,68,,1326.57042528287,,1504.2543258301016
2017,S08000016,,75plus years,,Females,,Coronary Heart Disease,44,,641.586468358122,,638.0478727279564
2017,S08000017,,0-44 years,,Males,,Coronary Heart Disease,1,,3.00273248656277,,3.8408779149519887
2017,S08000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000017,,45-64 years,,Males,,Coronary Heart Disease,21,,96.6895345089553,,92.92753880228103
2017,S08000017,,45-64 years,,Females,,Coronary Heart Disease,8,,34.2700479780672,,33.23269708857804
2017,S08000017,,65-74 years,,Males,,Coronary Heart Disease,40,,396.118043176867,,402.1518213347497
2017,S08000017,,65-74 years,,Females,,Coronary Heart Disease,18,,170.373876005679,,170.01816827421985
2017,S08000017,,75plus years,,Males,,Coronary Heart Disease,99,,1355.42168674699,,1481.4785839937615
2017,S08000017,,75plus years,,Females,,Coronary Heart Disease,69,,730.777377674222,,710.0072003053859
2017,S08000019,,0-44 years,,Males,,Coronary Heart Disease,8,,9.96673601853813,,11.418030540956996
2017,S08000019,,0-44 years,,Females,,Coronary Heart Disease,1,,1.23932630222211,,1.2988940844652268
2017,S08000019,,45-64 years,,Males,,Coronary Heart Disease,50,,117.203066032207,,116.9884608520551
2017,S08000019,,45-64 years,,Females,,Coronary Heart Disease,11,,24.6382654661112,,25.30512585563531
2017,S08000019,,65-74 years,,Males,,Coronary Heart Disease,65,,415.335463258786,,413.92793006397335
2017,S08000019,,65-74 years,,Females,,Coronary Heart Disease,24,,141.509433962264,,141.24050726644214
2017,S08000019,,75plus years,,Males,,Coronary Heart Disease,88,,857.867030610255,,957.027621562265
2017,S08000019,,75plus years,,Females,,Coronary Heart Disease,99,,685.168523773272,,683.6563067189558
2017,S08000020,,0-44 years,,Males,,Coronary Heart Disease,2,,1.20737221474322,,1.3064868940700425
2017,S08000020,,0-44 years,,Females,,Coronary Heart Disease,1,,0.631719920655978,,0.7065825227822394
2017,S08000020,,45-64 years,,Males,,Coronary Heart Disease,66,,84.1150081566068,,84.54851989269078
2017,S08000020,,45-64 years,,Females,,Coronary Heart Disease,17,,21.2987208238846,,21.348834328010817
2017,S08000020,,65-74 years,,Males,,Coronary Heart Disease,75,,262.752242152466,,265.84559922348495
2017,S08000020,,65-74 years,,Females,,Coronary Heart Disease,41,,136.566517886883,,137.76145781916983
2017,S08000020,,75plus years,,Males,,Coronary Heart Disease,232,,1221.05263157895,,1313.9177690905285
2017,S08000020,,75plus years,,Females,,Coronary Heart Disease,220,,827.503197171444,,787.8320446089438
2017,S08000022,,0-44 years,,Males,,Coronary Heart Disease,8,,10.2192018803331,,11.62053673532854
2017,S08000022,,0-44 years,,Females,,Coronary Heart Disease,1,,1.33782843688125,,1.367834015296293
2017,S08000022,,45-64 years,,Males,,Coronary Heart Disease,56,,120.084058841189,,116.31847033970456
2017,S08000022,,45-64 years,,Females,,Coronary Heart Disease,11,,22.245591328264,,21.76759118756541
2017,S08000022,,65-74 years,,Males,,Coronary Heart Disease,76,,376.237623762376,,373.7688681630923
2017,S08000022,,65-74 years,,Females,,Coronary Heart Disease,21,,98.9212869188374,,99.8969210043608
2017,S08000022,,75plus years,,Males,,Coronary Heart Disease,158,,1198.05884137094,,1303.6501329277137
2017,S08000022,,75plus years,,Females,,Coronary Heart Disease,144,,788.652171531847,,760.2423241407176
2017,S08000024,,0-44 years,,Males,,Coronary Heart Disease,11,,4.26670804080524,,4.715924150505525
2017,S08000024,,0-44 years,,Females,,Coronary Heart Disease,2,,0.764771562734211,,0.8651864105754112
2017,S08000024,,45-64 years,,Males,,Coronary Heart Disease,109,,98.1009810098101,,99.19683737937106
2017,S08000024,,45-64 years,,Females,,Coronary Heart Disease,29,,25.1766707759624,,25.928426034252656
2017,S08000024,,65-74 years,,Males,,Coronary Heart Disease,133,,352.831940575673,,356.5175428666231
2017,S08000024,,65-74 years,,Females,,Coronary Heart Disease,70,,166.10113186057,,167.21431660126777
2017,S08000024,,75plus years,,Males,,Coronary Heart Disease,296,,1142.98953546743,,1203.7654969862951
2017,S08000024,,75plus years,,Females,,Coronary Heart Disease,276,,724.542566875804,,685.4423600077467
2017,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2017,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,113.19783371298472
2017,S08000025,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,432.02852870526584
2017,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,70.33832735457551
2017,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1432.5039663278997
2017,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,760.2606526505708
2017,S08000026,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,18.78690284487386
2017,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,88.37781711401912
2017,S08000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,91.90119923678404
2017,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,829.1873963515754
2017,S08000026,,65-74 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,555.5555555555555
2017,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,733.5699069362142
2017,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2017,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2017,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,68.95891198161095
2017,S08000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,50.61011423667591
2017,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,876.4205719681972
2017,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,53.55925601324375
2017,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1586.837616736331
2017,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,668.8534589237139
2017,S08000029,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2017,S08000029,,0-44 years,,Females,,Coronary Heart Disease,3,,3.1071339796172,,3.250431846357364
2017,S08000029,,45-64 years,,Males,,Coronary Heart Disease,50,,98.5532384594158,,98.78825004671975
2017,S08000029,,45-64 years,,Females,,Coronary Heart Disease,14,,26.0761049749483,,26.131797224278703
2017,S08000029,,65-74 years,,Males,,Coronary Heart Disease,63,,310.712172026041,,311.12087722249004
2017,S08000029,,65-74 years,,Females,,Coronary Heart Disease,27,,121.47388311513,,122.10945272892263
2017,S08000029,,75plus years,,Males,,Coronary Heart Disease,164,,1218.51549149268,,1286.6127523291832
2017,S08000029,,75plus years,,Females,,Coronary Heart Disease,146,,783.682232957595,,754.954884035014
2017,S08000030,,0-44 years,,Males,,Coronary Heart Disease,6,,5.55000555000555,,7.031607705583679
2017,S08000030,,0-44 years,,Females,,Coronary Heart Disease,1,,0.935103796521414,,1.1069993990574691
2017,S08000030,,45-64 years,,Males,,Coronary Heart Disease,65,,117.453605825699,,115.9900956149406
2017,S08000030,,45-64 years,,Females,,Coronary Heart Disease,26,,44.4908365988467,,43.644251309435056
2017,S08000030,,65-74 years,,Males,,Coronary Heart Disease,76,,337.342980158906,,339.16231497486797
2017,S08000030,,65-74 years,,Females,,Coronary Heart Disease,28,,114.108729317793,,114.3626596967872
2017,S08000030,,75plus years,,Males,,Coronary Heart Disease,186,,1121.22490807161,,1184.1057710389225
2017,S08000030,,75plus years,,Females,,Coronary Heart Disease,160,,677.793781242057,,627.7943810061804
2017,S08000031,,0-44 years,,Males,,Coronary Heart Disease,17,,5.079448551162,,5.740440932907271
2017,S08000031,,0-44 years,,Females,,Coronary Heart Disease,4,,1.20928854531658,,1.4385479295094863
2017,S08000031,,45-64 years,,Males,,Coronary Heart Disease,227,,152.643010362241,,153.95499855114878
2017,S08000031,,45-64 years,,Females,,Coronary Heart Disease,76,,46.6203325992676,,47.677854427938215
2017,S08000031,,65-74 years,,Males,,Coronary Heart Disease,187,,381.874246972574,,386.92704954586554
2017,S08000031,,65-74 years,,Females,,Coronary Heart Disease,95,,172.34810689211,,173.7250327418053
2017,S08000031,,75plus years,,Males,,Coronary Heart Disease,395,,1173.39512224104,,1236.5592304337708
2017,S08000031,,75plus years,,Females,,Coronary Heart Disease,410,,756.876499907698,,731.5938943551947
2017,S08000032,,0-44 years,,Males,,Coronary Heart Disease,18,,10.3057368601855,,11.30854750079948
2017,S08000032,,0-44 years,,Females,,Coronary Heart Disease,4,,2.28502225040416,,2.4431377991989107
2017,S08000032,,45-64 years,,Males,,Coronary Heart Disease,121,,131.59611954583,,133.24160246318664
2017,S08000032,,45-64 years,,Females,,Coronary Heart Disease,23,,23.2421835526183,,23.663504324871347
2017,S08000032,,65-74 years,,Males,,Coronary Heart Disease,112,,355.804053624754,,357.94545885313687
2017,S08000032,,65-74 years,,Females,,Coronary Heart Disease,46,,130.079461584142,,130.79759651703202
2017,S08000032,,75plus years,,Males,,Coronary Heart Disease,246,,1218.54567069546,,1399.5034497622244
2017,S08000032,,75plus years,,Females,,Coronary Heart Disease,233,,764.385539006627,,773.4649641279445
2017,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,81,,5.54530169179624,,6.245741483561513
2017,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,23,,1.58454476373404,,1.74860801727091
2017,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,836,,114.932573348566,,115.07671799742717
2017,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,256,,33.1334540460995,,33.35798415348664
2017,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,974,,361.107197674677,,363.5440126041088
2017,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,410,,139.044324617628,,139.66184297152788
2017,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2143,,1174.27874736294,,1261.321882817384
2017,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2004,,754.870496768069,,729.6302456649823
2018,S08000015,,0-44 years,,Males,,Coronary Heart Disease,1,,1.13477752686586,,1.3004577611319186
2018,S08000015,,0-44 years,,Females,,Coronary Heart Disease,1,,1.1154489682097,,1.092215778149131
2018,S08000015,,45-64 years,,Males,,Coronary Heart Disease,68,,131.449227735787,,126.3321409289874
2018,S08000015,,45-64 years,,Females,,Coronary Heart Disease,21,,36.6153470611825,,35.843389028910494
2018,S08000015,,65-74 years,,Males,,Coronary Heart Disease,110,,494.53760733714,,493.8416172765377
2018,S08000015,,65-74 years,,Females,,Coronary Heart Disease,35,,143.120016356573,,142.94221719864285
2018,S08000015,,75plus years,,Males,,Coronary Heart Disease,217,,1435.28011111846,,1569.8166260642631
2018,S08000015,,75plus years,,Females,,Coronary Heart Disease,177,,843.017717660507,,825.8285699213714
